id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
487,"[""#Person1# and #Person2# discuss grandpa's birthday. They decide on where and when to hold the party and what food and gift to prepare."", ""#Person1# and #Person2# are planning a surprise party for grandpa's birthday and talk about what presents they should get him."", ""It's #Person1# and #Person2#'s grandpa's birthday next week. #Person1# and #Person2# decide to have a party with jazz, pizza at their house. #Person1# and grandma will make food. #Person2# will get him a book. The party will be on Saturday.""]","#Person1# and #Person2# plan a surprise birthday party for their grandfather, featuring jazz music and homemade food, with a book as a gift.",0.3508,0.9181,0.5672
90,"[""#Person1# and #Person1#'s mother are preparing the fruits they are going to take to the picnic."", '#Person1# and #Person2# prepare the fruits for the picnic.', '#Person1# and #Person2# are preparing fruits for the picnic.']","#Person1# and #Person2# discuss fruit options for a picnic, settling on bananas and grapes due to lack of oranges.",0.3598,0.9269,0.5671
348,"['#Person1# will have a business trip to New York. #Person2# suggests #Person1# visit the UN building, Broadway, Columbia University, and New York University.', '#Person2# recommends some scenic spots and universities in New York to #Person1#. #Person2# also offers #Person1# suggestions to find more information.', '#Person1# is going to New York. #Person2# introduces some scenic spots and universities to #Person1#.']","#Person1# plans a business trip to New York, seeks sightseeing advice from #Person2#, and shows interest in local universities.",0.346,0.912,0.566
312,"[""#Person1# wants to travel to China, but #Person1#'s mother is not available."", '#Person1# invites #Person2# to China, but she is too busy.', ""#Person1# will go to China while #Person2# won't.""]","#Person1# wants to sightsee in China, mother agrees but can't accompany due to busyness.",0.3368,0.9028,0.5659
295,"[""#Person1# is preparing for her friends' coming this afternoon. Her son Mike helps her to buy drinks and make coffee."", ""Mike's mom is preparing for her few friends, Mike will go out to buy some drinks and fruits."", ""To better host mom's friends, Mike helps his mother to get some food and drinks.""]",Mike helps his busy mother prepare for guests by buying groceries and making coffee.,0.3298,0.8953,0.5655
463,"[""#Person1# buys a ticket under #Person2#'s guidance."", ""After filling the booking form and paying, #Person1# picked up the ticket with #Person2#'s assistance."", ""#Person1# wants to pick up a ticket at #Person2#'s and pays by card.""]","#Person1# reserves a ticket for $800, fills out a booking form, and pays by card as confirmed by #Person2#.",0.3545,0.9195,0.5651
411,"['#Person1# asks #Person2# for directions.', ""#Person1# asks #Person2# where to buy cigarettes, souvenirs, and the men's room."", '#Person1# asks #Person2# for some locations.']","#Person1# asks for cigarettes, souvenirs, and restroom; #Person2# directs him to a shop and restroom location.",0.3631,0.9275,0.5643
445,"['Ben and #Person1# are talking about the evening courses. They finally decide to have Indian cooking and will make a call for that.', 'Ben and #Person1# are looking for a suitable evening class for Ben, and they are interested in Indian cooking after comparison.', '#Person1# and Ben discuss what evening classes they shall get and come into an agreement to have an Indian cooking course for their interest.']","#Person1# and #Person2# discuss various evening classes, showing mutual interest in an expensive Indian cooking course.",0.3445,0.9088,0.5643
55,"['#Person2# shows #Person1# the way to City Hall patiently.', '#Person1# asks #Person2# the way to City Hall and #Person2# answers with patience.', '#Person2# patiently shows #Person1# the way to City Hall.']",#Person1# asked for and received directions to City Hall from #Person2# after some initial confusion.,0.3651,0.9283,0.5632
51,"[""#Person1# doesn't have any change for the bus because #Person1# bought some chips. #Person2# suggests #Person1# get a transfer from the bus driver."", ""#Person1#'s broke, so #Person2# suggests #Person1# get a free bus transfer."", ""#Person1#'s broke, so #Person2# suggests #Person1# get a transfer from the bus driver to go home.""]","#Person1#, out of money, seeks help for bus fare from #Person2#, who suggests a free transfer.",0.3605,0.923,0.5625
72,"['#Person1# and #Person2# will do a group report, so they plan to buy something to make posters. They make a shopping list before they go and find items according to signs on shelves.', '#Person1# and #Person2# make a shopping list and #Person1# helps #Person2# to find goods to make a poster for their group report tomorrow.', '#Person1# and #Person2# are preparing for the group report tomorrow and making a shopping list of things used to make the posters.']","#Person1# and #Person2# collaboratively plan for a group report, involving a shopping trip for stationery items.",0.3654,0.9275,0.5621
336,"['#Person2# is at French Garden Restaurant and he orders a bottle of water, a tuna fish sandwich and a bowl of vegetable soup with the help of #Person3#.', ""#Person1# helps #Person2# find a seat and #Person3# takes #Person2#'s order."", ""#Person2# orders some food with #Person3#'s help in a restaurant.""]","#Person2# dines at French Garden Restaurant, ordering a tuna sandwich, vegetable soup, and water.",0.3315,0.8936,0.562
366,"['#Person2# wants to know about a new financial program. #Person1# can provide a tailored consultation service for him over the phone or Internet.', '#Person2# consults the #Person1# about the transfer service and additional benefits for stock investors. #Person1# says a tailored consultation service can be provided over the phone or Internet.', '#Person2# asks #Person1# about a new service and additional benefits as a stock investor. #Person1# can provide an online tailored consultation service.']","The bank offers a new service for stock investors, enabling money transfers and providing tailored consultation remotely.",0.3238,0.8848,0.561
383,"[""Sherry is going to Quebec for a friend's wedding and sightseeing. Bob tells her some basic knowledge of Quebec, describes the beautiful scenery, and suggests practicing French."", 'Sherry will attend a wedding in Montreal and wants to go sightseeing in nearby cities. Bob gives her some basic knowledge about the cities and Sherry cannot wait to go.', 'Sherry will go to Montreal, Quebec next summer. Bob suggests she practice French since Montreal is the third largest French-speaking city. Sherry will also visit a friend in Quebec City.']","Sherry plans to visit Quebec for a wedding and sightseeing, while Bob advises her to practice French and describes Quebec City's beauty.",0.3563,0.9172,0.5609
274,"['#Person2# tells #Person1# the bus route to get to Sons.', '#Person2# offers bus information for #Person1# to go to Sons from PHS.', '#Person1# asks #Person2# the way to Sons from PHS.']","#Person1# needs to take bus 268 and 261 to reach Sons from PHS, as advised by #Person2#.",0.3649,0.924,0.5591
13,"['#Person1# is catching a train. Tom asks #Person1# not to hurry.', '#Person1# is in a hurry to catch a train. Tom tells #Person1# there is plenty of time.', ""#Person1# is rushing to catch a train but Tom thinks it isn't necessary.""]","#Person1# rushes to catch a train after realizing the time, but #Person2# assures they have enough time.",0.3634,0.9221,0.5587
475,"['Ann recommends #Person1# to do the well-being in the air program on the way to New York. Ann introduces the program in detail and #Person1# seems interested in it.', 'Ann suggests #Person1# take well-being in the air programme including drinking mineral water and exercising so that #Person1# could get over jet lag.', 'Ann had a business trip to the states and #Person1# will have a trip too. Ann suggests #Person1# do well-being in the air program. She did it on her flight to New York, eating light and healthy, doing exercise, and she felt good after her arrival.']","Ann recommends a ""well-being in the air"" program to #Person1# for preventing jet lag during their upcoming trip to the United States.",0.3392,0.8979,0.5587
325,"[""#Person1# is ordering dinner, but the wanted tomato soup is not being served today. #Person1# agrees to order egg soup as #Person2#'s suggestions."", '#Person2# helps #Person1# to order prawn cocktail, egg soup, steak, black coffee and mineral water.', ""#Person1# orders some food for dinner with #Person2#'s help.""]","#Person1# orders prawn cocktail, steak, egg soup, black coffee, and mineral water after being informed tomato soup is unavailable.",0.3392,0.8945,0.5553
317,"[""#Person1#'s flight to New York has been cancelled and he is anxious. #Person2# will help #Person1# to book a tomorrow's flight with 50 % discount."", ""#Person1#'s flight is cancelled and he is annoyed, so #Person2# helps him book another flight and gives him a discount."", ""#Person1# is very angry about the cancelled flight and he cannot get to New York today. #Person2# helps him book tomorrow's airline.""]","#Person1#'s flight gets cancelled, #Person2# rebooks him on next day's flight with a 50% discount to ease his frustration.",0.3756,0.9308,0.5552
121,"[""#Person1# wants to borrow $200 from Ayden to pay the rent. Ayden is short on cash but still lends $20 to #Person1#. They decide to have dinner at #Person1#'s place."", ""#Person1# borrows $ 20 from Ayden because #Person1# owes the landlady $ 200. Then #Person1# invites Ayden to have dinner at #Person1#'s place."", ""#Person1# wants to borrow $200 from Ayden to pay for the house rent but Ayden lends $20 because of the lack of money. They decide to have dinner at #Person1#'s place.""]","#Person1# borrows $20 from financially-strained Ayden, inviting him to dinner as thanks.",0.3322,0.8861,0.5539
289,"['#Person1# and #Person2# are discussing where to go after the volleyball match and talking about the souvenirs of the Olympic Games, such as the Olympic Mascots.', '#Person1# and #Person2# are talking about what gifts to buy for their families from the Olympic souvenir store after the volleyball match.', '#Person1# and #Person2# discuss where should they go to get gifts for their family after the match.']","#Person1# and #Person2# plan to visit the Olympic souvenir store post-volleyball match to buy gifts, particularly interested in 'Huan Huan' mascots.",0.3652,0.9189,0.5537
430,"[""#Person1# is interviewing Mr. Tang for the tour guide's job."", '#Person1# interviews Mr. Tang about his certification as a tour guide,', '#Person1# interviews Mr.Tang about the related certification of being a tour guide.']","Mr. Tang, a bilingual tour guide at Youth International Travel Agency, is on holiday for a week.",0.3254,0.8774,0.552
173,"[""#Person2# orders a glass of lemonade, barbeque wings, and baby-back ribs for meal with #Person1#'s assistance."", '#Person2# is ordering lemonade, barbeque wings, and baby-back ribs, and #Person1# serves #Person2# gently.', '#Person2# orders a glass of lemonade, barbeque wings, and baby-back ribs with the help of #Person1#.']","#Person1# efficiently serves #Person2# at a restaurant, ensuring a satisfactory ordering process with lemonade, wings, and ribs.",0.3569,0.9086,0.5517
393,"[""#Person1# and David's father want to have a quiet Christmas at a country hotel, but David thinks it is boring."", ""David complains about the boring Christmas at a country hotel. But #Person1# and David's dad feel nice."", 'David feels it boring to stay at a country hotel, while his father and #Person1# enjoy a quiet Christmas.']","David, unhappy about spending Christmas at a country hotel, yearns to return to New York for a New Year's party.",0.332,0.8836,0.5516
491,"[""#Person1# checks James' packing situation and asks him about his jacket and camera. #Person1# asks James to pack cookies and to give them to his grandparents."", ""James is waiting for David's return on his black jacket while #Person1# is examing other stuff that James is supposed to take for travel."", 'James is waiting for David for his black jacket he lent to David before he goes to travel. He wants to wear it to take pictures. #Person1# asks James to take the cookies because his grandparents like to eat.']","James is almost packed for his train trip, waiting for a jacket from David and deciding to bring cookies for his grandparents.",0.3336,0.884,0.5504
11,"['#Person2# comes to the birthday party of Francis and sends him a remote car model.', '#Person2# gives Francis a car model that both of them love as a birthday gift.', '#Person2# gives Francis a nice car model as a birthday gift and Francis appreciates it.']","#Person2# gifts Francis a coveted car model at his birthday party, increasing Francis's appreciation despite #Person2#'s own attachment to it.",0.3604,0.9104,0.55
152,"['#Person2# offers #Person1# suggestions about what to eat. #Person1# will go to Panda Express.', '#Person1# wants to eat something and #Person2# gives some advice. #Person1# finally goes to eat Chinese food.', '#Person1# is hungry. #Person2# says the Chinese food from Panda Express is good.']",#Person1# decides to eat Chinese food from Panda Express after #Person2#'s recommendation.,0.3884,0.9372,0.5488
347,"['#Person2# wants to rent a silver Toyota Carola for 3 days. #Person1# helps #Person2# go through the procedure and notifies #Person2# of return time.', '#Person2# rents a car from #Person1#. #Person1# helps #Person1# go through the formalities and tells #Person1# the return time.', ""#Person2#'d like to rent a silver Toyota Carola and #Person1# helps #Person2# go through procedures.""]","#Person2# rents a silver Toyota Carola for three days from #Person1#, with instructions to return it by noon on the third day.",0.3653,0.9124,0.5471
437,"['#Person1# is asking Brian about his life in the U.S.', '#Person1# asks Brian about his experience of living in the US.', '#Person1# asked Brian about his experience in the U.S.']","Brian, a non-native English speaker, confirms his language proficiency and recent arrival in the U.S., but hasn't visited California.",0.327,0.8734,0.5464
236,"[""Eric offers to treat Gregory a meal. Eric is telling Gregory about the bungee jumping experience. Eric's found that his wallet was lost."", ""Eric invites Gregory for lunch and they talk about bungee jumping Eric tried. Eric thinks Gregory should try it but Gregory doesn't think so."", 'Eric treats Gregory to lunch. Eric went bungee jumping and suggests Gregory should try. Gregory thinks Eric has lost himself. Eric finds he loses his wallet.']","#Person1# treats Gregory to lunch, discusses bungee jumping enthusiasm, but loses his wallet.",0.3497,0.8949,0.5452
189,"['#Person1# wants to refurbish the kitchen while #Person2# thinks it unnecessary.', '#Person1# wants to redecorate the kitchen but #Person2# thinks it unnecessary.', ""#Person1# wants to renovate the kitchen to make it more modern but #Person2# doesn't.""]","#Person1# wants to modernize their kitchen for personal satisfaction, despite #Person2#'s resistance.",0.3968,0.9412,0.5444
229,"[""#Person1# would go to Disney World with #Person1#'s grandmother."", ""#Person1#'s grandmother will take #Person1# to Disney World."", ""#Person1#'s grandmother will take #Person1# to Disney World.""]",#Person1# plans to visit Disney World for the first time with their experienced grandmother in Florida.,0.3672,0.9112,0.544
19,"['#Person1# helps #Person2# to choose a new phone.', '#Person2# wants to buy a new mobile phone from #Person1#.', '#Person2# wants to buy a new mobile phone from #Person1#.']","#Person1# assists #Person2# in choosing a new mobile phone with a camera, MP3 player, and video call feature.",0.3919,0.9355,0.5435
130,"['#Person1# wants to go to the science museum but loses the way. #Person2# helps #Person1# buy the ticket and gives #Person1# directions.', '#Person1# is lost on the way to the science museum. #Person2# helps #Person1# to buy the tickets for the train and gives #Person1# directions.', '#Person2# helps #Person1# operate the ticket machine to buy a train ticket and tells #Person1# who loses the way how to go to the science museum.']","#Person2# helps #Person1# navigate the train station, use the ticket machine, and directs them to the science museum.",0.3944,0.9372,0.5427
206,"[""#Person1# gets mom's permission to play card games quietly for a while."", ""#Person1# asks for mom's permission to play card games and promises not to make noise."", '#Person2# allows #Person1# to play card games without making any noise.']","Child gets permission from mother to play cards quietly while father works, after promising to finish homework.",0.3482,0.8905,0.5423
162,"['#Person1# and Ernie plan to start a band and they decide to play hip hop music.', '#Person1# and Ernie are preparing to start the band at school.', '#Person1# and Ernie start their own band on campus. #Person1# suggests they play Vanilla Ice songs.']","#Person1# proposes starting a band with #Person2#, suggesting they play Vanilla Ice's songs to gain campus popularity.",0.3631,0.9042,0.5411
216,"[""#Person1# refuses to stay by #Person2#'s side and won't return."", ""#Person1# refuses #Person2#'s plea for staying and will never come back."", '#Person2# asks #Person1# to stay but #Person1# insists on leaving.']","#Person1# firmly rejects #Person2#'s desperate pleas to stay, vowing to leave and never return.",0.403,0.9436,0.5406
124,"['#Person2# recommends Moutan and Roast Beijing Duck. #Person1# will take that in the hotel.', '#Person2# recommends #Person1# to have Roast Beijing Duck along with Moutan in the hotel. #Person1# will have a try.', '#Person2# recommends Moutan and Roast Beijing Duck. #Person1# will have a try in the hotel.']","#Person1# seeks Chinese wine recommendations from #Person2#, who suggests Moutan and Roast Beijing Duck, which #Person1# orders.",0.389,0.9294,0.5404
443,"[""Paul cannot go to Finland with his parent because he has much work to do. He will go to #Person1#'s house for Thanksgiving dinner with a nice bottle of wine."", ""Paul will go to celebrate Thanksgiving Day with #Person1#'s family and he decides to take a bottle of wine as the gift after discussion with #Person1#."", ""#Person1# invites Paul to have Thanksgiving dinner because he can't go to Finland with his parents. Paul decides to bring a bottle of wine as the gift.""]","#Person1# invites Paul to Thanksgiving dinner, preventing his lonely holiday; Paul decides to bring wine.",0.3537,0.8937,0.5399
200,"[""It's #Person1#'s first time to China and #Person1# wants some Chinese cuisine. #Person2# recommends some but it's too far and #Person1# is starving. Then #Person2# suggests a nearby Quanjude restaurant and its Beijing roast duck. #Person1# will go there."", ""#Person1# is starving and wants to have authentic Chinese cuisine so #Person2# recommends some. #Person1# chooses the Quanjude restaurant as #Person2# wants to try the Beijing roast duck and it's nearby."", '#Person1# wants to try real Chinese cuisine. #Person2# recommends several ones. #Person1# decides to go to Quanjude restaurant.']","#Person1# seeks authentic Chinese cuisine advice from #Person2#, who recommends nearby Quanjude for Beijing roast duck.",0.3715,0.9091,0.5376
337,"['#Person2# orders a glass of lemonade, barbeque wings, and baby-back ribs.', '#Person1# helps #Person2# to order a drink and some food.', ""#Person2# orders some food and a drink with #Person1#'s help.""]","#Person2# orders lemonade, BBQ wings, and baby-back ribs from server #Person1#, declining further assistance.",0.3801,0.9177,0.5376
66,"[""#Person1# is giving #Person2# some advice for upgrading #Person2#'s system, such as adding a painting program and a faster processor."", ""#Person1# tells #Person2# how to upgrade #Person2#'s system for better software and hardware."", ""#Person1# teaches #Person2# how to upgrade software and hardware in #Person2#'s system.""]","#Person1# advises #Person2# to upgrade their system and software, suggesting specific hardware improvements and a painting program addition.",0.3945,0.9305,0.536
113,"['Jack gives Daisy a ride in his new car. Daisy praises it.', ""Jack bought a new car and invites Daisy to hop in and take a ride. Daisy thinks it's a good feeling."", 'Jack takes Daisy for a ride to experience his new car. Daisy thinks he makes a perfect choice.']","Jack buys a new car, impressing Daisy with its speed and quality during a test ride.",0.377,0.9106,0.5336
322,"['#Person1# buys a pair of enameled leather shoes from #Person2#.', '#Person1# buys shoes from #Person2#.', '#Person1# will take the leather shoes.']","#Person1# buys size 30 leather shoes from #Person2# despite tight heel, trusting they will stretch with use.",0.3866,0.9179,0.5313
187,"['Both #Person1# and #Person2# want to pay for a meal. Finally, they go dutch and #Person1# finds the place.', '#Person1# wants to repay #Person2# while #Person2# wants to do the same. They decide to go dutch finally.', '#Person1# and #Person2# argue to repay for a meal but no one succeeds. They finally decide to go dutch.']","#Person1# and #Person2# debate over paying for a meal, decide to split the bill, and #Person1# chooses the restaurant.",0.3879,0.9189,0.531
314,"[""#Person1# asks whether #Person2# tried Michael's new motorcycle. #Person2# says #Person2# likes it, but still #Person2# will buy a bicycle for safety."", ""#Person2# shares #Person2#'s experience of riding Michael's motorcycle with #Person1#."", ""#Person2# liked Michael's motorcycle but won't buy one.""]","#Person2# visited Michael, rode his new motorcycle, enjoyed it but prefers buying a bicycle for safety reasons.",0.3758,0.9053,0.5296
455,"['#Person1# helps #Person2# to order some food.', ""#Person2# orders some food with #Person1#'s assistance."", ""#Person2# orders a beef-burger, french fries, and a banana milkshake at #Person1#'s shop.""]","#Person2# orders a beef-burger, fries, and a banana milkshake from #Person1# at a food establishment.",0.4068,0.9364,0.5296
81,"['#Person1# is lost on the way to the school clinic. #Person2# shows #Person1# the correct direction.', ""#Person1# lost #Person1#'s way to the school clinic, #Person2# guides #Person1#."", '#Person1# is lost, #Person2# shows the direction to the school clinic.']","#Person1# seeks directions to school clinic from #Person2#, who provides detailed instructions.",0.4029,0.9319,0.5291
338,"['#Person2# wants to have his coffee with his dinner and his order for dessert later.', '#Person1# serves #Person2# at dinner.', '#Person2# orders some water to drink and will have his coffee with dinner.']","#Person2# orders water, coffee with dinner, and plans to order dessert later, which #Person1# acknowledges.",0.3873,0.9164,0.5291
415,"['Karl and his wife moved to Minnesota and greet their friendly neighbour Chuck Jones and tells him why they moved here.', 'Karl and his wife newly moved to Minnesota. Karl greets his new neighbour Chuck and tells him the moving reason.', 'Karl has the first chat with his neighbour Chuck and tells him why they moved to Minnesota.']","Karl and his wife move to a friendly, spacious, and affordable neighborhood in Minnesota, leaving Chicago behind.",0.3645,0.8928,0.5283
30,"['Mr. Polly is tired and wants a break from work. #Person1# cannot buy a bottle of soft drink for him.', 'Mr. Polly wants to get a break from work and he asks #Person1# to buy a drink for him, but #Person1# refuses.', ""Mr. Polly asks #Person1#'s help to buy a drink, but #Person1# refuses.""]","Mr. Polly expresses job dissatisfaction and desires a break, while #Person1# suggests a soft drink but is hindered by their boss.",0.388,0.9159,0.5279
305,"['Brian tells #Person1# that he learned English in college and he went to Las Vegas on a business trip.', '#Person1# asks Brian about his English and his life in the U.S.', '#Person1# compliments Brian on his English and asks Brian about his life in the U.S.']","Brian, proficient in English, recently arrived in the U.S. and has visited Las Vegas, but not California.",0.3548,0.8821,0.5273
290,"[""#Person1# is buying a pan in #Person2#'s shop and #Person2# gives #Person1# some suggestions."", '#Person1# buys a big, light pan with a wooden handle and a lid from #Person2#.', ""#Person1# takes a size 16, aluminum pan with a lightweight wooden handle at #Person2#'s shop as #Person1# cooks big meals often.""]",#Person1# agrees to buy a lightweight aluminum pan with a lid from #Person2# after rejecting a heavier option.,0.3995,0.9259,0.5264
402,"[""Charlie and Myrdal are going to hotdog stand to find Myrdal's disappeared purse."", 'Charlie suggests going back to the hotdog stand when Myrdal cannot find the purse.', 'Charlie helps Myrdal to think over where Myrdal lost the wallet.']","Myrdal lost her purse, so Charlie suggested retracing steps to the hotdog stand to find it.",0.363,0.8856,0.5226
97,"[""#Person2# checks Tom Wilson's information and Tom pays his hotel and meal bill."", 'Tom Wilson pays for his bill for hotel and food by credit card.', 'Tom Wilson pays the bill for his room and meal cost by credit card.']",Tom Wilson settled his four-night hotel bill of $660 via credit card.,0.4008,0.9226,0.5219
482,"['#Person2# helps Mr. Murray get a library card and reminds him of library rules.', 'Mr. Murray has a library card after filling out the application and checked license by #Person2#.', 'Mr. Murray wants a library card. #Person2# issues one to him after checking his application and driver license.']","Mr. Murray successfully applied for a library card, understanding its rules and receiving information about its operations.
",0.3645,0.8853,0.5207
373,"[""#Person1# praises #Person2#'s spacious courtyard and asks about why corn ears are hanging on the tree. #Person2# explains."", ""#Person2# shows #Person2#'s house and courtyard to #Person1# and introduces the corn ears hunging on the tree."", ""#Person1# is visiting #Person2#'s spacious house. #Person1# finds it interesting that corn ears are hanging on the tree branch.""]","#Person1# tours #Person2#'s house, admiring the spacious courtyard and unique corn-hanging practice, symbolizing the home's richness.",0.4037,0.918,0.5143
241,"['#Person2# shows #Person1# how to use the vending machine.', '#Person2# is telling #Person1# how to use the machine to buy some snacks.', '#Person2# helps #Person1# to buy things from the vending machine. #Person1# finds it unreliable.']","#Person2# teaches #Person1# how to use a vending machine, discussing its unreliability, and wishes them a good day.",0.4269,0.9392,0.5124
38,"[""Mark wants to borrow Maggie's class notes. Maggie suggests Mark copy them in the library and invites him to be study partners."", 'Mark asks Maggie for her history notes because Mark has been too tired in class. They become study partners at the end.', ""Mark asks Maggie for her notes because Mark's notes aren't good. They decide to be study partners and study together.""]",Mark borrows Maggie's notes due to his evening job affecting his focus in class; they agree to become study partners.,0.3999,0.9117,0.5118
275,"['Mr. Lee gives Mrs. Word a lift home.', 'Mr. Lee gives Mrs. Word a lift home on a rainy night.', 'Mr. Lee offers to give Mrs. Word a lift home on a terrible night.']",Mr. Lee offers Mrs. Word a ride home and she helps him with his umbrella in bad weather.,0.433,0.944,0.511
204,"['#Person2# is going to travel around Europe and will buy #Person1# a souvenir.', ""#Person2# plans to travel around Europe during #Person2#'s holiday."", '#Person2# tells #Person1# #Person2# plans to travel around Europe to visit museums and attend the Edinburgh festival.']","#Person2# plans to tour Europe, attend Edinburgh festival, visit museums, and promises #Person1# a souvenir.",0.4192,0.9267,0.5075
386,"['#Person1# borrows 200 yuan from Fred and will give it back when having money.', '#Person1# borrows 200 yuan from Fred to pay the mortgage of a computer and will pay back when having money.', ""Fred lends #Person1# 200 yuan to pay #Person1#'s mortgage. #Person1# will pay back when having money.""]","#Person1# borrows 200 yuan from Fred for a new computer, promising to repay when financially stable.",0.4232,0.9293,0.5061
465,"['#Person2# teaches #Person1# how to use the IC phone and the coin phone to call.', '#Person2# helps #Person1# distinguish two phones on the booth and tells #Person1# how to use them.', ""#Person1#'s confused about how to use two different phones. #Person2# tells #Person1# how to use them.""]","#Person2# instructs #Person1# on using IC and coin phones, which #Person1# intends to try.",0.4248,0.9301,0.5054
271,"[""#Person1# and #Person2# have the same impression on Barry and Paul, but hold different views on #Person2#'s personality."", '#Person1# and #Person2# change ideas on Barry and Paul, and then talk about their own personalities.', '#Person1# and #Person2# come to an agreement towards the impression of Barry and Paul but a disagreement on whether #Person2# is shy.']","#Person1# and #Person2# discuss their contrasting views on Barry and Paul, reflect on their personalities, and plan a birthday party.",0.4316,0.9359,0.5043
447,"['Gene will take a driving test to get a license, given that Gene has to drive living in LA. Gene will buy a twenty sixteen Honda Accord for its safety features.', 'Gene is learning to drive and wants to buy a sixteen Honda Accord after passing the test.', 'Gene is taking a new job in LA, which requires Gene to drive. So Gene has been taking driving lessons and has picked out a car for its safety features.']","Gene, moving from Boston to Los Angeles for work, plans to take a driving test and buy a 2016 Honda Accord for its safety features.",0.403,0.9045,0.5015
74,"[""#Person2# is making a shopping budget to save the rest of the money. #Person1# thinks it's a good idea."", '#Person2# tells #Person1# #Person2# plan to save money and #Person1# thinks it is good.', ""#Person2# introduces the shopping budget which is used to save money to #Person1#. #Person1# thinks it's good.""]","#Person2# is creating a shopping budget to control spending and save money, which #Person1# commends.",0.4278,0.9275,0.4998
141,"[""#Person2# is worried about #Person2#'s daughter. #Person1# suggests #Person2# should encourage #Person2#'s daughter to make her own decision."", ""#Person1# advises #Person2# to let #Person2#'s daughter make her own decisions instead of worrying about her."", '#Person1# suggests #Person2# letting the child make own decision instead of worrying about her.']","#Person1# advises #Person2# to let their indecisive daughter make her own college decisions, citing it as normal teenage behavior.",0.4261,0.9258,0.4997
456,"['#Person1# and #Person2# are appreciating lanterns. #Person2# explains the customs of the Lantern Festival and Chinese characters on the lanterns to #Person1#.', '#Person1# and #Person2# participate in the Lantern Festival appreciation performance and enjoy the activities.', '#Person1# and #Person2# are appreciating lanterns. #Person1# asks about the Lantern Festival and #Person2# talks about the custom and puzzles on lanterns.']","#Person1# and #Person2# enjoy the Lantern Festival, learning about the tradition of solving lantern puzzles and appreciating Chinese poetry.",0.4341,0.9337,0.4996
127,"['Mr. Smith tells #Person1# that he is 27 and gets a B.A. in Economics at Yale University. During the last five years, he has worked in a bank for $500 a week.', 'Mr. Smith tells #Person1# that he graduated from Yale University with a B. A. in Economics, and he has worked in a bank for the last five years with $500 a week.', 'Mr. Smith tells #Person1# that he is 27 and gets a B.A. in Economics at Yale University. During the last five years, he has worked in a bank for $500 a week.']","Mr. Smith, a 27-year-old Yale graduate in Economics, has been working at a bank for five years, earning $500 weekly.",0.4272,0.9258,0.4986
120,"[""#Person1# asks something about #Person2#'s care with puppies and reminds #Person2# of the vet appointment."", '#Person1# and #Person2# are talking about taking care of their puppies and the time of vet appointment.', ""#Person1# inquires about #Person2#'s care with the puppies and reminds #Person2# of the vet appointment.""]","#Person1# and #Person2# coordinated on feeding, bathing puppies and their upcoming vet appointment.",0.4314,0.9289,0.4975
128,"[""#Person2# recommends Digital Barbie for #Person1#'s niece. #Person1# pays $32.42 for it by cash."", ""#Person2# recommends #Person1# to buy a $32. 42 Digital Barbie for #Person1#'s niece. #Person1# pays it by cash."", ""#Person1# paid $32.42 by cash to buy a Digital Barbie as a niece's gift after listening to #Person2#'s suggestion.""]","#Person1# buys a ""Digital Barbie"" doll for their niece, costing $32.42 with tax, paying in cash.",0.4106,0.9079,0.4972
23,"['#Person1# congratulates Tom for achieving the Nobel Prize.', '#Person1# tells Tom that his novel has won the Nobel Prize.', '#Person2# tells Tom he won the Nobel Prize.']","Tom wins the Nobel Prize for his novel, surprising and delighting him.",0.3826,0.8794,0.4968
466,"[""#Person2# introduces EDD's popular services to #Person1#. #Person2# tells #Person1# that EDD provided computers, job information, workshops, and job fairs."", '#Person2# offers #Person1# some information about getting a job including the available services, workshops, and useful places.', ""#Person1# consults #Person2# about EDD's services of seeking jobs. #Person2# tells #Person1# that EDD could provide information and workshops and #Person1# could go Job fairs for jobs.""]","#Person1# learns about EDD's job hunting services, including Callous, public computers, workshops, and job fairs.",0.4017,0.8953,0.4936
234,"['Robin and Robin are broadcasting. Robin introduces the mountain lake cycle tour and how they organize this event.', 'Ann interviews Robin at a university radio. Robin talks about the mountain lake cycle tour and their method to avoid roadblock problem.', 'Ann interviews Robin about the mountain lake cycle tour. Robin introduces the event and explains its settings of the tour.']","Ann interviews Robin about the Martha Bicycle Club's mountain lake cycle tour, a non-competitive fitness event attracting 1200 cyclists.",0.4218,0.9117,0.4899
101,"[""#Person1# doesn't know how to use the ATM. #Person2# teaches #Person1# step by step."", ""#Person1# doesn't know how to use an ATM. #Person2# teaches #Person1#."", ""#Person2# is teaching #Person1# how to use an ATM step by step because #Person1# doesn't know how to use.""]",#Person1# learns how to use an ATM with #Person2#'s guidance and expresses gratitude.,0.4351,0.9249,0.4898
423,"['#Person1# is hungry again and #Person2# asks #Person1# to make something to eat.', ""#Person1# is hungry but dont't know what to eat. #Person2# suggests a peanut butter and jelly sandwich."", '#Person1# might make a peanut butter and jelly sandwich to eat.']","#Person1# feels hungry after dinner and considers making a snack, with #Person2# suggesting a peanut butter and jelly sandwich.",0.4413,0.9293,0.488
