id,references,prediction,Average_ROUGE,Average_BERTScore,Difference
47,"['James comes to help Mrs. Thomas to do some housework on the weekend. James is saving up to buy a bike.', 'James helped Mrs. Thomas with housework since she has broken her legs, and he wanted to save money for a bike.', 'James helps Mrs. Thomas to do chores because James wanted to save money and Mrs. Thomas is incapable.']",James helps Mrs. Thomas with chores and plans to continue despite buying a bike. His sister will cover for him next weekend.,0.3636,0.9071,0.5436
326,"['#Person1# is introducing a house to #Person2#, which has a living room, a dining room, a kitchen, two washrooms, and three bedrooms.', '#Person1# introduces the setting of the room to #Person2#.', '#Person1# is introducing a house to #Person2#.']","#Person1# describes a house with a modern kitchen, three bedrooms, a large dining room, and two washrooms to #Person2#.",0.3698,0.9134,0.5436
369,"['#Person2# wants to inquire about a loan for studying abroad. #Person1# explains the policy and age limitations to #Person2#. #Person2# will decide later.', '#Person2# wants to inquire about a loan for overseas study and asks #Person1# the requirements of the application. #Person2# will decide later.', '#Person2# asks #Person1# information about personal loans for studying abroad. #Person2# fits the requirements nicely and will decide later.']","#Person2# inquires about eligibility for a personal loan for studying abroad, learning there are no age restrictions but must be under 55.",0.3532,0.8966,0.5434
235,"['#Person1# makes drinks for #Person2# at a bar.', '#Person2# starts with a Compari and then tries a Singer at a bar.', '#Person2# starts with an aperitif and asks about signature drinks. #Person1# recommends one and #Person2# likes that.']","Person 2 orders a Compari and a non-alcoholic cocktail, Singer, at a bar.",0.3099,0.8521,0.5422
378,"['#Person1# asks Mr. Smith for arrangements of tomorrow. Mr. Smith decides to visit a village in the mountains.', '#Person1# introduces two different villages to visit and Mr. Smith decides to visit the village in the mountains.', '#Person1# is asking which village Mr. Smith wants to visit so they can make arrangements. Mr. Smith chooses the village in the mountains.']","Mr. Smith agrees to visit a progressive mountain village 100km away, requiring an early start the next day.",0.3383,0.8805,0.5422
302,"['Mr. Smith has a nasty infection. The doctor prescribes some antibiotics and some cream. Mr. Smith can buy them from the pharmacy with discounts.', 'The doctor prescribes some medicine for Mr. Smith and tells him where to get it.', 'The doctor prescribes some medicine and asks Mr. Smith to buy them to treat his infection.']","Doctor prescribes antibiotics and cream for Mr. Smith's infection, to be picked up at the clinic's pharmacy.",0.3715,0.9136,0.5421
72,"['#Person1# and #Person2# will do a group report, so they plan to buy something to make posters. They make a shopping list before they go and find items according to signs on shelves.', '#Person1# and #Person2# make a shopping list and #Person1# helps #Person2# to find goods to make a poster for their group report tomorrow.', '#Person1# and #Person2# are preparing for the group report tomorrow and making a shopping list of things used to make the posters.']",#Person1# and #Person2# are preparing for a group report by shopping for stationery items for their posters.,0.3943,0.9362,0.542
266,"['#Person2# is introducing to #Person1# their family members in New Zealand and their relationships.', '#Person2# introduces to #Person1# their family members in New Zealand who would visit them next year.', ""#Person2# tells #Person1# about the relationships between their family and the uncle Bill's, who will visit them next year.""]","#Person1# learns about their extended family in New Zealand, including their uncle, aunt, and two step-sister cousins.",0.3512,0.8917,0.5405
304,"['#Person1# and #Person2# are visiting the Eiffel Tower, which was named after its designer Gustave Eiffel.', ""#Person1# introduces the Eiffel Tower's history and height to #Person2#."", '#Person1# is introducing the Eiffel Tower to #Person2#.']","The Eiffel Tower, built in 1889 for the World's Fair, is 320m tall and named after designer Gustave Eiffel.",0.3271,0.8676,0.5405
383,"[""Sherry is going to Quebec for a friend's wedding and sightseeing. Bob tells her some basic knowledge of Quebec, describes the beautiful scenery, and suggests practicing French."", 'Sherry will attend a wedding in Montreal and wants to go sightseeing in nearby cities. Bob gives her some basic knowledge about the cities and Sherry cannot wait to go.', 'Sherry will go to Montreal, Quebec next summer. Bob suggests she practice French since Montreal is the third largest French-speaking city. Sherry will also visit a friend in Quebec City.']","Sherry is visiting Quebec for a wedding and sightseeing, starting in Montreal, then Quebec City, and is advised to practice her French.",0.3634,0.9035,0.5401
57,"['Leah informs Nathaniel that Ms. Collins will not be able to call him back until next week, so he needs to book an appointment with someone else from the International Student Office. Nathaniel decides to speak with Ms. Fonda.', ""Leah informs Nathaniel that Ms. Collins won't be available for their appointment and explains the reason. Then Nathaniel decides to speak with someone else."", 'The International Student Office calls Nathaniel to inform him that he has to book another appointment with someone else as Ms. Collins is not available. Nathaniel decides to speak with Ms. Fonda.']",Leah from the International Student Office reschedules Nathaniel's appointment to 11:30 am with Ms. Fonda.,0.3464,0.8858,0.5394
128,"[""#Person2# recommends Digital Barbie for #Person1#'s niece. #Person1# pays $32.42 for it by cash."", ""#Person2# recommends #Person1# to buy a $32. 42 Digital Barbie for #Person1#'s niece. #Person1# pays it by cash."", ""#Person1# paid $32.42 by cash to buy a Digital Barbie as a niece's gift after listening to #Person2#'s suggestion.""]","#Person1# decides to buy a Barbie doll for his niece from #Person2#'s shop for $32.42, paying in cash.",0.3919,0.9312,0.5393
303,"['#Person2# wants to buy Chinese arts and crafts, something distinctively Chinese. #Person1# suggests #Person2# buy paper-cuts, embroidery and batik.', '#Person2# wants to buy Chinese arts and crafts, so #Person1# offers some suggestions.', '#Person1# is suggesting some Chinese arts and crafts to #Person2#. #Person2# is interested in embroidery.']","Person 2 seeks advice on distinctively Chinese, portable arts and crafts to take home; Person 1 suggests paper-cuts, embroidery, and batik.",0.3621,0.8987,0.5366
81,"['#Person1# is lost on the way to the school clinic. #Person2# shows #Person1# the correct direction.', ""#Person1# lost #Person1#'s way to the school clinic, #Person2# guides #Person1#."", '#Person1# is lost, #Person2# shows the direction to the school clinic.']",Person 1 asks Person 2 for directions to the school clinic.,0.3662,0.9019,0.5356
367,"[""#Person1# would like to store his luggage in #Person2#'s place to hit some places, but there is a deposit. He only has 30 minutes to consider."", ""#Person1# wants to hit some place, but he hesitates about lefting the luggage in #Person2#'s place because of an extra deposit."", ""#Person1# wants to hit some place. So he needs leaving the luggage in #Person2#'s place, but there is a deposit. He only has 30 minutes to consider.""]","#Person1# is checking out and wants to store luggage, but is hesitant about the deposit fee.",0.3549,0.8904,0.5354
435,"['Mr. Sonders interviews Mary for college admission. Mary makes an impression on them.', 'Greg Sonders from Brown College calls the applicant Mary to ask whether she is interested in college sports and will make a further decision later.', 'Greg Sonders calls Mary to ask whether Mary is interested in sports and tells Mary to wait for final admission decision later.']",Greg Sonders from Brown College calls Mary to discuss her potential involvement in college sports.,0.3809,0.9145,0.5336
482,"['#Person2# helps Mr. Murray get a library card and reminds him of library rules.', 'Mr. Murray has a library card after filling out the application and checked license by #Person2#.', 'Mr. Murray wants a library card. #Person2# issues one to him after checking his application and driver license.']","#Person1# applies for a library card and #Person2# assists him, explaining the rules and hours.",0.3667,0.9003,0.5336
171,"[""#Person1# will go to London and invites #Person2# along. #Person1# prefers the train as it's quicker and relaxing but #Person2# prefers the car as it's convenient."", '#Person1# will go to London and invites #Person2# to come along. But they have disagreements on how they get there.', '#Person1# and #Person2# are going to London next week. #Person2# prefers by car. #Person1# prefers by train. #Person2# suggests maybe they could go by express bus.']","#Person1# invites #Person2# to London, they discuss travel preferences; #Person1# prefers train, #Person2# prefers car, and suggests express bus.",0.3909,0.9233,0.5324
268,"['#Person2# is from America and is picking up presents for families in a duty-free shop. #Person1# recommends some for #Person2#.', '#Person2# is surprised at a low price of products in the duty-free shop. #Person1# offers #Person2# suggestions on what gifts to bring home.', '#Person2# buys gifts for his children and wife in a duty-free shop where #Person1# is working at. #Person1# recommends presents for #Person2#.']",A man buys sneakers for his children and a perfume for his wife at a duty-free shop.,0.3445,0.8764,0.5319
465,"['#Person2# teaches #Person1# how to use the IC phone and the coin phone to call.', '#Person2# helps #Person1# distinguish two phones on the booth and tells #Person1# how to use them.', ""#Person1#'s confused about how to use two different phones. #Person2# tells #Person1# how to use them.""]",#Person2# explains how to use both the IC and coin phones at a booth to #Person1#.,0.3994,0.9313,0.5319
330,"['#Person2# is ordering food in Beijing Tasty Restaurant and #Person2# tells #Person1# to get the food ready in 20 minutes.', '#Person1# helps #Person2# to find a table in the centre and order some food at Beijing Tasty Restaurant.', '#Person2# comes to a restaurant and orders some food, waiting for a friend.']",Person 2 orders food at Beijing Tasty Restaurant and asks for it to be ready in 20 minutes.,0.3686,0.8997,0.5311
130,"['#Person1# wants to go to the science museum but loses the way. #Person2# helps #Person1# buy the ticket and gives #Person1# directions.', '#Person1# is lost on the way to the science museum. #Person2# helps #Person1# to buy the tickets for the train and gives #Person1# directions.', '#Person2# helps #Person1# operate the ticket machine to buy a train ticket and tells #Person1# who loses the way how to go to the science museum.']","#Person1# gets lost and needs help to reach the science museum, #Person2# assists with ticket machine and directions.",0.3996,0.9305,0.5309
278,"['#Person1# is going to have a nap and #Person2# will start dinner at 6.00.', '#Person1# is tired and will take a nap and #Person2# gets the dinner ready.', '#Person1# is going to take a nap and #Person2# will let #Person1# wake up naturally.']","#Person1# plans to nap undisturbed until dinner, which #Person2# will start at 6:00.",0.3933,0.9241,0.5308
3,"['#Person1# and Brian are at the birthday party of Brian. Brian thinks #Person1# looks great and is popular.', ""#Person1# attends Brian's birthday party. Brian thinks #Person1# looks great and charming."", ""#Person1# has a dance with Brian at Brian's birthday party. Brian thinks #Person1# looks great and is popular.""]","#Person1# attends Brian's birthday party, compliments him, dances with him, and proposes a celebratory drink.",0.3732,0.902,0.5288
307,"[""#Person1# warns #Person2# that they might get into trouble, but #Person2# doesn't agree with #Person1#'s warning."", ""#Person1# warns #Person2# of the possible trouble in the future, but #Person2# doesn't mind."", ""#Person1# is warning #Person2# not to do that or #Person2# will get into trouble, but #Person2# doesn't care.""]","#Person1# warns #Person2# about potential trouble, but #Person2# dismisses the caution.",0.4251,0.9537,0.5286
430,"[""#Person1# is interviewing Mr. Tang for the tour guide's job."", '#Person1# interviews Mr. Tang about his certification as a tour guide,', '#Person1# interviews Mr.Tang about the related certification of being a tour guide.']","Mr. Tang, a bilingual tour guide from Youth International Travel Agency, is currently on holiday.",0.3498,0.8782,0.5284
444,"[""John is asking Susan to help him show his cousin around on Saturday, because he is on duty that day. Susan will probably take her to a music festival if it's not snowy."", ""John asks Susan to help him show his cousin around because he is on duty in the library. Susan asks his cousin's hobbies and they decide to choose the visiting place according to the weather."", 'John asks Susan to help look after his cousin who will come to have a college interview and they have also made a backup plan if there was a snowstorm.']",John asks Susan to show his cousin around the college campus on Saturday while he's at work.,0.3745,0.9012,0.5267
305,"['Brian tells #Person1# that he learned English in college and he went to Las Vegas on a business trip.', '#Person1# asks Brian about his English and his life in the U.S.', '#Person1# compliments Brian on his English and asks Brian about his life in the U.S.']","Brian, who learned English in college, has been in the U.S for 3 weeks and has visited Las Vegas once.",0.3591,0.8845,0.5254
325,"[""#Person1# is ordering dinner, but the wanted tomato soup is not being served today. #Person1# agrees to order egg soup as #Person2#'s suggestions."", '#Person2# helps #Person1# to order prawn cocktail, egg soup, steak, black coffee and mineral water.', ""#Person1# orders some food for dinner with #Person2#'s help.""]","Person 1 orders prawn cocktail, egg soup, steak with onion, black coffee, and mineral water for dinner.",0.352,0.8736,0.5216
438,"[""#Person2# wants to do an annual physical examination to apply for new health insurance and says #Person2#'s breathing is not good. #Person1# explains the items and will do tests on #Person2#'s breathing."", ""#Person1# explains the checking items in #Person2#'s annual physical examination and will do test to look into #Person2#'s breathing."", '#Person2# is going through an annual physical examination to apply for new health insurance, and #Person2# asks #Person1# to look into the breathing.']","#Person2# visits doctor for an annual physical required for health insurance, requests additional tests due to breathing issues.",0.3643,0.8855,0.5212
415,"['Karl and his wife moved to Minnesota and greet their friendly neighbour Chuck Jones and tells him why they moved here.', 'Karl and his wife newly moved to Minnesota. Karl greets his new neighbour Chuck and tells him the moving reason.', 'Karl has the first chat with his neighbour Chuck and tells him why they moved to Minnesota.']","Karl and his wife move from Chicago to Minnesota for a peaceful community, more space, and affordable housing.",0.3723,0.8922,0.5198
373,"[""#Person1# praises #Person2#'s spacious courtyard and asks about why corn ears are hanging on the tree. #Person2# explains."", ""#Person2# shows #Person2#'s house and courtyard to #Person1# and introduces the corn ears hunging on the tree."", ""#Person1# is visiting #Person2#'s spacious house. #Person1# finds it interesting that corn ears are hanging on the tree branch.""]","#Person1# tours #Person2#'s house, admiring the spacious courtyard and unique corn-hanging method.",0.4043,0.9236,0.5194
480,"[""#Person2# orders the apple crisp, chocolate mousse cake and tea. #Person2# will share with #Person2#'s friends."", '#Person2# orders some desserts and tea after a perfect meal and #Person2# will share with friends..', ""#Person2# thinks #Person2#'s meal as perfect and orders dessert and tea to share with friends.""]","#Person2# and friends enjoyed their meal, ordered apple crisp and chocolate mousse cake for dessert, and requested four teas.",0.3762,0.8956,0.5194
163,"['#Person1# and #Person2# are discussing where to have fun, and they decide to go to the theater tonight.', '#Person1# and #Person2# are talking about what to do tonight and they finally decide to go to watch a show.', ""#Person2# hasn't been to the theater for a long time, so #Person1# and #Person2# decide to make a reservation for a show at the Sanger Theater.""]",#Person1# and #Person2# plan to attend a show at the Sanger Theater in New Orleans.,0.3942,0.9134,0.5192
312,"[""#Person1# wants to travel to China, but #Person1#'s mother is not available."", '#Person1# invites #Person2# to China, but she is too busy.', ""#Person1# will go to China while #Person2# won't.""]","#Person1# plans a sight-seeing trip to China, but #Person2# is too busy to join.",0.4168,0.9357,0.5189
101,"[""#Person1# doesn't know how to use the ATM. #Person2# teaches #Person1# step by step."", ""#Person1# doesn't know how to use an ATM. #Person2# teaches #Person1#."", ""#Person2# is teaching #Person1# how to use an ATM step by step because #Person1# doesn't know how to use.""]",Person 2 teaches Person 1 how to use an ATM.,0.3915,0.9094,0.5179
9,"['#Person1# and #Person2# are talking about Abraham Lincoln. They think he was a noble man.', '#Person2# admires Abraham Lincoln for his perseverance, courage and humility.', '#Person1# and #Person2# talk about Abraham Lincoln and his glorious history. They both admire him.']","Person 2 admires Abraham Lincoln for his character, perseverance, courage, vision, and humility.",0.3799,0.8975,0.5176
285,"[""#Person1# and #Person2# are going to Mike's birthday party tomorrow."", ""Both #Person1# and #Person2# were invited to Mike's birthday party. #Person2# will give #Person1# a ride."", ""#Person2# will drive #Person1# to Mike's birthday.""]",Mike's birthday party is tomorrow and both friends are attending.,0.352,0.8693,0.5173
371,"[""#Person1# asks about #Person2#'s writing experience."", ""#Person2# tells #Person1# #Person2#'s writing experience."", '#Person1# is interviewing #Person2#. #Person2# tells some writing experience.']",#Person1# interviews #Person2# about their writing experience and interest in a newspaper job.,0.4182,0.9345,0.5163
90,"[""#Person1# and #Person1#'s mother are preparing the fruits they are going to take to the picnic."", '#Person1# and #Person2# prepare the fruits for the picnic.', '#Person1# and #Person2# are preparing fruits for the picnic.']",#Person1# and #Person2# decide to take bananas and grapes for their picnic.,0.4324,0.9483,0.5159
355,"['#Person1# and #Person2# decide to order chicken feet and wine.', '#Person1# and #Person2# are ordering food and drinks.', '#Person1# and #Person2# order chicken feet and wine.']",Two friends decide to order chicken feet and a bottle of house red wine at a restaurant.,0.3595,0.8749,0.5154
229,"[""#Person1# would go to Disney World with #Person1#'s grandmother."", ""#Person1#'s grandmother will take #Person1# to Disney World."", ""#Person1#'s grandmother will take #Person1# to Disney World.""]",#Person1# is visiting their grandmother in Florida and going to Disney World for the first time.,0.3949,0.9094,0.5145
224,"['Mr. Simpson agrees to have lunch with #Person1# on Thursday.', '#Person1# and Mr. Simpson will have lunch together.', ""Mr. Simpson accepts #Person1#'s invitation to lunch on Thursday.""]",#Person1# and #Person2# agree to meet for lunch on Thursday at 12:30.,0.3851,0.8982,0.5132
331,"[""#Person1# will send #Person1#'s son an important certificate by certified mail. And #Person2# suggests #Person1# send a watch by registered mail."", '#Person2# suggests #Person1# send a certificate by certified mail and a watch by registered mail.', '#Person1# will send a certificate by certified mail and a watch by registered mail.']","Person 1 seeks advice on sending a letter and package, Person 2 suggests certified mail and insured registered mail respectively.",0.3658,0.8787,0.5129
314,"[""#Person1# asks whether #Person2# tried Michael's new motorcycle. #Person2# says #Person2# likes it, but still #Person2# will buy a bicycle for safety."", ""#Person2# shares #Person2#'s experience of riding Michael's motorcycle with #Person1#."", ""#Person2# liked Michael's motorcycle but won't buy one.""]","Person 2 rode Michael's new motorcycle, enjoyed it but prefers to buy a bicycle for safety.",0.3758,0.8863,0.5105
271,"[""#Person1# and #Person2# have the same impression on Barry and Paul, but hold different views on #Person2#'s personality."", '#Person1# and #Person2# change ideas on Barry and Paul, and then talk about their own personalities.', '#Person1# and #Person2# come to an agreement towards the impression of Barry and Paul but a disagreement on whether #Person2# is shy.']","#Person1# and #Person2# discuss their opinions of Barry and Paul, their own personalities, and confirm attendance at a birthday party.",0.4133,0.9234,0.5101
137,"['#Person1# wants #Person2# to help to print up a copy. #Person2# accepts and edits it for #Person1#.', ""#Person1# asks for #Person2#'s help to print up a copy. #Person2# accepts and edits it for #Person1#."", ""#Person1# asks for #Person2#'s help to print up a copy. #Person2# accepts and edits it for #Person1#.""]",#Person1# asks #Person2# to print and edit a document due to a broken printer.,0.4207,0.9301,0.5094
30,"['Mr. Polly is tired and wants a break from work. #Person1# cannot buy a bottle of soft drink for him.', 'Mr. Polly wants to get a break from work and he asks #Person1# to buy a drink for him, but #Person1# refuses.', ""Mr. Polly asks #Person1#'s help to buy a drink, but #Person1# refuses.""]","Mr. Polly, unhappy with his job, decides to buy a soft drink but only has four dollars.",0.3833,0.8911,0.5077
458,"['Tim and Karren say goodbye.', 'Tim and Karren say farewell words after meeting.', 'Tim and Karren say goodbye to each other.']","Tim and Karren end a pleasant conversation, hoping to meet again.",0.4057,0.9129,0.5072
38,"[""Mark wants to borrow Maggie's class notes. Maggie suggests Mark copy them in the library and invites him to be study partners."", 'Mark asks Maggie for her history notes because Mark has been too tired in class. They become study partners at the end.', ""Mark asks Maggie for her notes because Mark's notes aren't good. They decide to be study partners and study together.""]",Mark borrows Maggie's notes due to his evening job and they agree to become study partners.,0.4064,0.9125,0.5061
418,"['#Person1# will meet Jane next Monday afternoon around three to kick around some ideas.', '#Person1# makes an appointment with Jane on next Monday afternoon around three to kick around some ideas.', '#Person1# makes an appointment with Jane before their meeting.']",#Person1# and #Person2# plan to meet next Monday afternoon to discuss some ideas.,0.4137,0.9181,0.5045
448,"['#Person1# buys a pen from #Person2# and pays by charge.', ""#Person1# takes the pen in the brown case which writes smoothly at #Person2#'s shop via charge."", '#Person1# buys a pen from #Person2# and pays via charge.']",#Person1# decides to buy a pen from #Person2# after trying it out.,0.4326,0.9355,0.5029
443,"[""Paul cannot go to Finland with his parent because he has much work to do. He will go to #Person1#'s house for Thanksgiving dinner with a nice bottle of wine."", ""Paul will go to celebrate Thanksgiving Day with #Person1#'s family and he decides to take a bottle of wine as the gift after discussion with #Person1#."", ""#Person1# invites Paul to have Thanksgiving dinner because he can't go to Finland with his parents. Paul decides to bring a bottle of wine as the gift.""]","Paul will join his friend's family for Thanksgiving dinner, bringing a bottle of wine.",0.3959,0.8966,0.5007
199,"[""#Person2# helps #Person1# to open a current account and explains the current account doesn't pay interest and #Person1# can draw money at a bank or an ATM."", '#Person1# wants to open a current account. After #Person1# providing information and filling in a form, #Person2# opens one for him and tells him how to draw money from it.', ""#Person2# opens a current account for #Person1# and explains it doesn't pay interest and tells him how to draw money from it.""]",#Person1# opens a current account and learns it doesn't earn interest but is used for business transactions and withdrawals.,0.4006,0.9007,0.5001
209,"['#Person2# rings #Person1# to change to a non-smoking room. #Person1# apologizes and will arrange one.', ""#Person2# is asking #Person1# to change #Person2#'s room to a non-smoking room."", '#Person2# wants to change to a non-smoking room. #Person1# will arrange it.']",A hotel guest requests a room change due to strong smoke smell in a non-smoking room.,0.3836,0.8793,0.4957
96,"['Bill is happy because he made a move to know his roommate today.', ""#Person1# and Bill talk about Bill's roommate Brain Locker."", 'Bill tells #Person1# that he has made a move to read of his roommate.']","Bill shares his happiness about moving in with his roommate, Brain Locker.",0.3874,0.8829,0.4955
276,"['#Person1# checks the right arm of #Person2# and suggests a shoulder X-ray tomorrow.', '#Person1# gives #Person2# a physical check and advises #Person2# to stay in hospital for a shoulder X-ray the next day.', ""#Person1# examines #Person2#'s arm by testing which part is hurt and suggests a shoulder X-ray tomorrow.""]","#Person1# examines #Person2#'s pain, suggests a shoulder X-ray and an overnight hospital stay.",0.4538,0.9456,0.4918
39,"['#Person2# wants to take a course of Professor Turner and Professor agrees if #Person2# achieves the allowance of Professor Burman.', ""#Person2#, a junior student, wants to enroll in Professor Turner's course for seniors very much. Professor Turner will ask for another professor's opinion."", ""#Person2# wants to enroll in Professor Turner's course, and Professor Turner agrees to consider his application.""]","A junior student requests to enroll in Professor Turner's advanced geology course, who agrees to consider it after consulting with Professor Burman.",0.4125,0.9037,0.4912
227,"['#Person1# and #Person2# talk about popular sports in their country. Rugby is popular in both countries.', '#Person1# and #Person2# are talking about the popular sports in their countries, including football, basketball, tennis, swimming, golf, extreme sports and rugby.', ""People in #Person2#'s country like football, basketball, tennis, and swimming. People in #Person1#'s country like golf. A few people like extreme sports. Both people like rugby.""]","Football, basketball, tennis, swimming, and rugby are popular sports in their countries, while golf and extreme sports are less common.",0.3948,0.8853,0.4905
162,"['#Person1# and Ernie plan to start a band and they decide to play hip hop music.', '#Person1# and Ernie are preparing to start the band at school.', '#Person1# and Ernie start their own band on campus. #Person1# suggests they play Vanilla Ice songs.']","Two students, Ernie and his friend, plan to start a band playing Vanilla Ice songs.",0.4036,0.8906,0.487
74,"[""#Person2# is making a shopping budget to save the rest of the money. #Person1# thinks it's a good idea."", '#Person2# tells #Person1# #Person2# plan to save money and #Person1# thinks it is good.', ""#Person2# introduces the shopping budget which is used to save money to #Person1#. #Person1# thinks it's good.""]",#Person2# is creating a $300 monthly shopping budget to save money and pay bills.,0.4009,0.8869,0.486
423,"['#Person1# is hungry again and #Person2# asks #Person1# to make something to eat.', ""#Person1# is hungry but dont't know what to eat. #Person2# suggests a peanut butter and jelly sandwich."", '#Person1# might make a peanut butter and jelly sandwich to eat.']",#Person1# feels hungry after dinner and considers making a peanut butter and jelly sandwich for a snack.,0.4317,0.9176,0.4859
455,"['#Person1# helps #Person2# to order some food.', ""#Person2# orders some food with #Person1#'s assistance."", ""#Person2# orders a beef-burger, french fries, and a banana milkshake at #Person1#'s shop.""]","#Person2# orders a beef-burger, French fries and a banana milkshake.",0.4263,0.9113,0.485
354,"['#Person1# suggests having beers after dinner. Jim refuses. They decide to go to the gym to meet their friends.', '#Person1# feels bored at home and asks Jim go for a beer. Jim refuses and suggests going to the gym and meeting friends.', 'Jim suggests #Person1# go to the gym to meet friends instead of drinking beers after dinner.']",Jim and his friend decide to go to the gym for fun and exercise instead of drinking beer.,0.4164,0.9011,0.4847
269,"['Hong suggests #Person1# use a local SIM card to save money to call.', 'Hong tells #Person1# to buy a local SIM card to make a cheap phone call to the UK.', ""#Person1# can't afford to call back to UK and Hong offers a cheap way to address the problem.""]",#Person1# learns from #Person2# about using a local SIM card to affordably call the UK from abroad.,0.4233,0.9077,0.4844
324,"['#Person2# calls Pizza House to deliver a thin crust seafood pizza to holyrood 9A.', ""Marty helps #Person2# order a thin crust seafood pizza. The order will be delivered to holyrood 9A in thirty minutes or it's free."", ""#Person2# orders a pizza delivery at Pizza House. Marty promises it will arrive in thirty minutes or it's free.""]","#Person2# orders a medium pizza and a seafood pizza from Pizza House, to be delivered to Holyrood 9A.",0.4307,0.9149,0.4843
476,"[""Mary tells Tom that she found a job, but she still wants a different one. Tom recommends his father's company."", ""Mary is considering changing a job. Tom tells her that his father's company happens to have the hiring plan in the near future."", ""Mary needs to work at McDonald's so she cannot go to John's party, but she wants a different job. Tom father's company offers a job and Mary is willing to try.""]","Mary, working at McDonald's, considers a summer job at Tom's father's construction company.",0.4061,0.8897,0.4836
315,"[""#Person2# can speak Chinese, English and French. #Person2#'s English skill is enough to do general desk work and sufficient to work in an American firm."", ""#Person1# asks #Person2# about #Person2#'s mastery of English and French. #Person2# says #Person2#'s English competence is sufficient to work in an American firm."", '#Person2# can speak three languages and do general desk work in English.']","#Person2# is fluent in Chinese and English, and can converse in French, and believes their English is sufficient for working in an American firm.",0.4292,0.912,0.4828
204,"['#Person2# is going to travel around Europe and will buy #Person1# a souvenir.', ""#Person2# plans to travel around Europe during #Person2#'s holiday."", '#Person2# tells #Person1# #Person2# plans to travel around Europe to visit museums and attend the Edinburgh festival.']","Person 2 plans to travel around Europe, visiting Paris, Nice, Milan, and Edinburgh, focusing on museums and festivals.",0.398,0.8781,0.4801
295,"[""#Person1# is preparing for her friends' coming this afternoon. Her son Mike helps her to buy drinks and make coffee."", ""Mike's mom is preparing for her few friends, Mike will go out to buy some drinks and fruits."", ""To better host mom's friends, Mike helps his mother to get some food and drinks.""]",Mike helps his mom prepare for her friends' visit by buying drinks and making coffee.,0.4339,0.9135,0.4796
390,"['Tina plays the piano well because she has an excellent teacher. She agrees to introduce #Person1# to her teacher.', 'Tina plays the piano well because she has an excellent teacher. #Person1# wants to learn piano from that teacher and Tina will introduce her teacher.', 'Tina plays the piano well because of her excellent teacher and she agrees to introduce #Person1# to her teacher .']",Tina has been learning piano for 8 years from a UK teacher and agrees to introduce her friend to the teacher.,0.4283,0.9067,0.4784
386,"['#Person1# borrows 200 yuan from Fred and will give it back when having money.', '#Person1# borrows 200 yuan from Fred to pay the mortgage of a computer and will pay back when having money.', ""Fred lends #Person1# 200 yuan to pay #Person1#'s mortgage. #Person1# will pay back when having money.""]","#Person1# borrows 200 yuan from #Person2# to pay for a computer, promising to repay when able.",0.4397,0.9176,0.4779
462,"[""#Person1# asks #Person2# to help teach #Person1#'s friend English and #Person2# agrees."", ""#Person2# agrees to help #Person1#'s friend, a new emigrant who had never been to school, to learn English."", ""#Person1# asks if #Person2# could teach #Person1#'s friend, a 78 new emigrant man, to read English. #Person2# will see him at dinner.""]","#Person1# asks #Person2# to teach their 78-year-old immigrant friend to read English, #Person2# agrees.",0.456,0.9339,0.4779
267,"['#Person1# congratulates Mr. Stuart on winning a marathon.', '#Person1# congratulates Mr. Stuart on winning the city marathon.', '#Person1# congratulates Mr. Stuart on winning the city marathon.']","Mr. Stuart won the city marathon, causing excitement and pride among spectators.",0.4175,0.8945,0.477
185,"['Mr. Lee has something to express when #Person1# delivers a parcel for him.', 'Mr. Lee signs his parcel and has something to express.', '#Person1# delivers a parcel for Mr. Lee. He happens to have something to express.']","#Person1# delivers a parcel for Mr. Lee, and #Person2# agrees to sign for it.",0.425,0.8985,0.4735
494,"[""#Person2# tells #Person1# that #Person2#'s house was robbed."", ""#Person2#'s home was robbed last night."", '#Person2# was robbed and called the police.']","#Person2#'s house was robbed, all furniture stolen, and is awaiting police action.",0.4515,0.9247,0.4732
498,"['Steve is looking for a new place to live and Matthew thinks his neighbor Mrs.Thou might help.', ""Matthew and Steve meet after a long time. Steve is looking for a new place to live. Mathew's neighbor is moving out and They might be neighbors again."", 'Steve has been looking for a place to live. Matthew indicates that his neighbor could be possibly available soon and Steve can go to have a look.']",Matthew is looking for a new place to live and Steve suggests he could move into his neighbor's soon-to-be vacant apartment.,0.4437,0.9167,0.473
20,"['Frank got a new job and is telling Judy not only the heavy schedule but also the benefits of this job.', 'Frank explains to Judy the reason why he took a job at the Post office is that the government offers excellent health insurance benefits for its employees.', ""Frank describes his new job's schedule and insurance at the Post Office to Judy.""]",Frank got a new job at the Post Office for its excellent health insurance benefits for his family.,0.4389,0.908,0.4692
347,"['#Person2# wants to rent a silver Toyota Carola for 3 days. #Person1# helps #Person2# go through the procedure and notifies #Person2# of return time.', '#Person2# rents a car from #Person1#. #Person1# helps #Person1# go through the formalities and tells #Person1# the return time.', ""#Person2#'d like to rent a silver Toyota Carola and #Person1# helps #Person2# go through procedures.""]",#Person2# rents a silver Toyota Carola for three days from #Person1#.,0.4554,0.9232,0.4678
